,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries
103,a88ec08c-0f36-4ebb-a43a-d7ffe51fdfee,RANKED_SOLO_5x5,PLATINUM,IV,pPSSr_viiq_V9ntXfxiYhSSu6HNKsXm2AqCU2_DIHkldfZW-,Auraya,61,193,188,False,False,False,True,
104,1d8014ab-2bd7-4c42-bf2a-0e544887c911,RANKED_SOLO_5x5,PLATINUM,IV,bHYnF8bdYUmH-JM4sNfYuhWtyDGyiL5pKZJY5_GIv-LdWWQt,Awαken,64,53,36,False,False,False,False,
105,5a586b83-15a2-47a6-8c52-ade48f44ecb2,RANKED_SOLO_5x5,PLATINUM,IV,lshj0q09ZQQLpSoXhzAcXmyOA3bvEm5V0UDrtUAgrg32M5BO,Olid4,41,31,31,False,False,False,False,
106,1f33d27c-957a-42c9-8588-14883422d7b4,RANKED_SOLO_5x5,PLATINUM,IV,REEZRk4Qc9RGL5cI73hvaF3wHSLR8jfWP27XyqTnqKjNhsZK,Tzath,0,142,121,False,False,False,False,
107,b5fc9e5c-52b8-41cd-8dae-aeaf6d2421ef,RANKED_SOLO_5x5,PLATINUM,IV,bfOssV82sPRw6FK3T2hS2uEz3OL2UYyjjmkXwe_i2Hi64XjL,Lomalinda King,79,62,50,False,False,False,False,
108,139e14ba-36a5-4245-9b67-4723e86ca199,RANKED_SOLO_5x5,PLATINUM,IV,Z93OkdN23w2seQ8gxqvBT8FWQlzGppEQ1GMqb0yBnm9itmOM,GOD TlER SUPPORT,0,152,132,False,False,False,False,
109,b1820ee0-295e-4006-ba1b-0362d60461ac,RANKED_SOLO_5x5,PLATINUM,IV,0jA4CCA7lORIDWml5fHxZPOIMhcX2z9532uwCBORcxRQknOS,Kíper,9,76,53,False,False,False,False,
110,5ac8330c-d983-4d83-8762-9e8742059f6c,RANKED_SOLO_5x5,PLATINUM,IV,ea69SMZPdg71xpE4J39_cYRvFNNPBY9WEedlkHBehwbN9krj,Lykster,20,164,169,False,False,False,False,
111,6af11003-2ae6-4a41-be29-6b16e9f80a29,RANKED_SOLO_5x5,PLATINUM,IV,r0V1ENtAnsrBNwHsPRnq1mv1TSgZ_-TVzx_7Fae0adIyPjCk,PunchToDie,100,224,205,False,False,False,True,"{'target': 2, 'wins': 1, 'losses': 0, 'progress': 'WNN'}"
112,2d075a80-0ddb-409b-b3cc-481b6ab0d549,RANKED_SOLO_5x5,PLATINUM,IV,sH3hSeNUguw7kvJE-hmzbg75djoDHc2q0ZXmj__tB9T9JELj,Dictat0x,63,106,91,False,False,False,True,
113,0c96317c-fdcd-482a-9e4f-9219b1654e09,RANKED_SOLO_5x5,PLATINUM,IV,h-lN_LQj-lEhKlHnu1ykxLcIIMLGnwC-58UBNYwm-ib_s6_y,voli0n,0,333,330,False,False,True,False,
114,262478f8-33e5-445e-9f34-55431310e424,RANKED_SOLO_5x5,PLATINUM,IV,eVWW7nD9IrIgDnXT_BEj4_VcctrRqrWzSkJdM7Hjo2h76oMW,Crepinnette,66,282,273,False,False,False,False,
115,237dc85a-8922-4091-aa05-5c651f0fa257,RANKED_SOLO_5x5,PLATINUM,IV,2V-ZFuZYw-NszSYJS505jvoGbQ92YtU9OgbMnkebJXJ8xCwL,Revresuar,100,57,40,False,False,False,False,"{'target': 2, 'wins': 0, 'losses': 1, 'progress': 'LNN'}"
116,9bf8ad30-ccd1-456f-87e5-6172340947ab,RANKED_SOLO_5x5,PLATINUM,IV,TG6ogN_7Gyc7tN4E0GWyBU89fw5xfZZlLTOy4zFZW-M3Rk4i,BLĂCK,0,130,103,False,False,False,False,
117,3dd05c71-09ae-4ca6-a03b-3b5dc5ee31c0,RANKED_SOLO_5x5,PLATINUM,IV,GOLvp_SYCU9qj3NUSaxGy3hB9Y-bwmmgpPesk5MaVicaT8xk,Di4mondOPsmurf,11,7,12,False,False,False,False,
118,f38ce305-b26c-4d32-9b49-5c140e6d9017,RANKED_SOLO_5x5,PLATINUM,IV,YCE8UJ_vGZsp5Eg7lLzEZ1hUH0ppbXYTsZOB-wohYqKsKsxl,LORD Tsuba,58,74,72,False,False,False,False,
119,55b57bdc-eda4-40b6-8aad-10455e7b627b,RANKED_SOLO_5x5,PLATINUM,IV,JzPXl91rHzbcdmTE461fefO_ggdauEuP5KFyPA7M9HBN_nQZ,walker of abyss,22,56,33,False,False,False,False,
120,a0e62280-5c7b-456c-a83d-2b7a521c010d,RANKED_SOLO_5x5,PLATINUM,IV,cHw9xu_GiIwmO492dmLdSWCc38bbz8xv8y23kOxOtxpS6gO2,Tr4kT0r306,3,86,65,False,False,False,False,
121,213f9096-ee14-4f12-8426-529961bfef4e,RANKED_SOLO_5x5,PLATINUM,IV,HltK7VsXnUixmyeGJODoLZ-6AZAgJ4FqHKyJ_rr6XYYEG4NL,BAN MYSELF IRL,27,54,66,True,False,False,False,
122,5f1be283-bef0-4109-84d5-8e3a00c4e49e,RANKED_SOLO_5x5,PLATINUM,IV,IMMnMAPLZb12N_81jpjtrJtQFlo1T9rVi7dSehQI9hgW7TUR,Alpha girl xD,0,29,49,False,False,False,False,
123,61ce01a6-405d-464c-9000-e0fcd380ff10,RANKED_SOLO_5x5,PLATINUM,IV,7FXDHcaCWnlwKXqIWN1YFsreJHPnz_vP1VDSyGG8Je-X_xqQ,Kumaha,0,294,282,False,False,False,False,
124,9e27d0c2-6969-4160-ab6f-d5f209ed6985,RANKED_SOLO_5x5,PLATINUM,IV,tFLswECMSxQszB1SaYyG5mDRJYodONc_eKXXlV9eRotrzVuC,xFrontline ADCx,45,55,61,False,False,False,False,
125,44056ac8-e925-4b41-be8a-e26d4404f360,RANKED_SOLO_5x5,PLATINUM,IV,Tq0755-PfErajGXomTtUf-341rP1rUp7RZkrN8NGTkpl5KTi,Exhaust CABBAR,19,65,64,False,False,False,False,
126,26afc3d2-1792-4dc4-9e5d-5b2238a1efbb,RANKED_SOLO_5x5,PLATINUM,IV,_pXYs0Nk4BRSaloyWYZVnPEiBVtT7rK_Wode_gCDbyl9JQJn,BRONZE FORTICHE,91,66,55,False,False,False,False,
127,fed17ca3-7a9d-4991-ab71-7e2c190ed558,RANKED_SOLO_5x5,PLATINUM,IV,kG64-OvV7WkeyPIR4FLSQrl0xN3TWis0Ft6Csl5XkEAsGuGH,BIG CLOCK 21CM,0,143,153,True,False,False,False,
128,a97d7e0a-c60f-4da3-80b5-2af384642886,RANKED_SOLO_5x5,PLATINUM,IV,FPBPN1Exg0tA4orajrhSuz-TEwbg2Ze6toaTdNt7TBjRXF6V,Pr3dictive,0,82,72,False,False,False,False,
129,334ee4ee-3b42-467d-9798-f3b1a871f1a4,RANKED_SOLO_5x5,PLATINUM,IV,YIxK8nVQ72-IzWv5Re-LDlymY93E3AUjRauk_1l_yw5UvD5f,Alpha Karen,4,103,85,False,False,False,False,
130,83e1bb62-22f8-4c33-bd19-aba12b73c6ed,RANKED_SOLO_5x5,PLATINUM,IV,OhKq1LqmijmfdrlQ8UAhR2PlUd6Q7_ca_6ROJIZr8mWbgzbA,KAYNSTRIX,3,52,64,False,False,False,False,
131,7fe9251a-bede-47e5-b80c-80579ec4b525,RANKED_SOLO_5x5,PLATINUM,IV,u9g4mSiKbU7Ucx1azWmapWyJqcgplOVLdrG2ENavR6UUBuou,Yolo Jïzuschríst,0,180,173,False,False,False,False,
132,139e14ba-36a5-4245-9b67-4723e86ca199,RANKED_SOLO_5x5,PLATINUM,IV,voV1ibgaAO-V3b9myijMPvt9-JKp6g-LRCNcr8vhIeLJveM4,Chigiru,75,297,260,False,False,False,False,
133,de93f22a-5fd1-416b-a426-18a49a07e960,RANKED_SOLO_5x5,PLATINUM,IV,1QQ9tueOrKhTw_KQiy8kI4fNjAXzTlQGItHtyRMojll2khBh,Phantooom,0,72,72,False,False,False,False,
134,daf44941-c929-4a51-8e95-1f51621ff32d,RANKED_SOLO_5x5,PLATINUM,IV,MTiNH0t3s6KlNtgVYsqjqJsu0cs2CUIB831daBH4Tilnf-3F,K1ng0fHill,3,119,108,False,False,False,False,
135,f196fc60-34f3-4482-8afa-15d6a745401d,RANKED_SOLO_5x5,PLATINUM,IV,bGCNmILPgtJcto6qmEdRZMxFWu3WYQKK2RT5Sg7dVo7oTsmx,EU Toxicity,17,155,162,True,False,False,False,
136,b69106ea-dbcd-4783-860c-39e694dcf1c2,RANKED_SOLO_5x5,PLATINUM,IV,yyvPRJJQrtQCn46Yb_sYZRLTzBRlgoL3z5KPTHOIa9q4nfvu,xXxJunGLeK1NGxXx,9,47,37,False,False,False,False,
137,26afc3d2-1792-4dc4-9e5d-5b2238a1efbb,RANKED_SOLO_5x5,PLATINUM,IV,x3z_7uVWy6-6xwl9c8d56Rmo6ERncOjIQzYcsL1LfN_Kx3sU,TinTheCan,0,184,191,False,False,False,False,
138,0e99f629-a01b-43f5-ad65-80031ed3155a,RANKED_SOLO_5x5,PLATINUM,IV,2r_DgERLVfaRVy5ely1FR5snTPpPx5QoRQ_4eOea3_EgsUNA,maron32,16,167,152,False,False,False,False,
139,400fc4cf-b683-46c4-8517-9053e6f0efba,RANKED_SOLO_5x5,PLATINUM,IV,pwlMRO-EtUb_WP5wYqNmJcJzB0v-2DH_Egj8Tt01hLOMha8S,veeeeljkoooo,57,70,46,False,False,False,False,
140,d2ed6b7d-1aa0-49ac-9f17-8377b50b415a,RANKED_SOLO_5x5,PLATINUM,IV,F3zG7kT60eIr8pBlqGB3C_XBO_m6vToV8Sy-fMV7c04rCwRn,JUNGLE DIFF LADS,15,138,73,False,False,False,False,
141,70d2c8f2-47d1-4893-a45c-a797a3c12e11,RANKED_SOLO_5x5,PLATINUM,IV,tW7xvuyz3-jtJmxRjpPHEbFNcHxdGbWuh-NrIn4tfGZRW0c_,xspeedy mustafax,37,134,135,True,False,False,False,
142,9d8235b2-c6af-4d79-b9d9-82841587bf0a,RANKED_SOLO_5x5,PLATINUM,IV,J43cnRg-QXLPdJjxFCeUe7dpbl6OAHtRGciJQN16twwt_F36,420 Pound Hoe,60,10,9,False,False,False,False,
143,558166f2-98b2-4eaf-a069-3fc3530a3dc6,RANKED_SOLO_5x5,PLATINUM,IV,syRL8wI-giiOjr-uFJVrj9Dw1saknT1XOaPnHLBNDSDkXjUs,Little Marten,0,151,144,False,False,False,False,
144,ab1d29de-d2a7-46a3-9af4-9eed1dbcd880,RANKED_SOLO_5x5,PLATINUM,IV,CsJ0a8XJ_kWhnlT_Z9BHezuu7FjCRulzHXp8AYEg3j0rht02,IamKoreanVayne,36,73,59,False,False,False,False,
145,38b5bcc4-7647-48e1-9af6-9f9568e99be3,RANKED_SOLO_5x5,PLATINUM,IV,U4VXqOdRm0Uuh5u1hVVg1CEBV9xYKKb6udINryS99TY9_i1P,it is JGLs Fault,15,223,229,False,False,False,False,
146,d3f29307-1861-4da2-a2b6-6dc536c10a48,RANKED_SOLO_5x5,PLATINUM,IV,hDwP_qQ4PGBbYQtQSCkTuFGSyFx5yD90BHInV1yPY1ZptX4Y,Hold my gun,0,85,71,False,False,False,False,
147,4a23ac43-99cb-4d5d-bacb-2f900cfd6bd0,RANKED_SOLO_5x5,PLATINUM,IV,68iT-nj750O6LcBXbda_1zNkMfLZ_OU8TlKIugdi4-GKStqi,SleepyMiaa,36,124,92,False,False,False,False,
148,a2608846-459a-4bf5-b625-01894cfc9c99,RANKED_SOLO_5x5,PLATINUM,IV,9bm6hvNK3rWIwxLqFkUdf0h10weGG6GchaK0hYE8lXgPNRCO,Snikos,66,96,97,False,False,False,False,
149,e7e7cabe-6805-4c32-804d-8a4691d76728,RANKED_SOLO_5x5,PLATINUM,IV,XkyC83Y39z38YKPSQPOLEe2GNJ25vP1XPwPTnAicwb7_KQMc,King359,0,528,503,False,False,True,False,
150,72619ee9-8684-40b2-a893-4e85a076b116,RANKED_SOLO_5x5,PLATINUM,IV,h67KjFTGXTyloHqOVMpKwEz2P3fZnDsHe0Gc-oUff-zhS8HP,Hí Im Píngu,52,25,24,False,False,False,False,
151,0dc0b548-0d57-446d-b3cf-21ffe4702002,RANKED_SOLO_5x5,PLATINUM,IV,niy_BE6NAydUhg6G914zXlBmcwB11Cy--KVAXbZ6LuWkSRvI,GODofCODI,0,233,219,False,False,True,False,
152,b0016d8f-942c-430e-a3b3-09df13a163da,RANKED_SOLO_5x5,PLATINUM,IV,ob5erpBPYlyOWRAY010yFp-jbosBIdDCmFWKE9i7Pg-wZTLI,Leongold8583,0,161,149,False,False,False,False,
153,bcd17296-737f-4e8b-8c45-80f128a2dbb6,RANKED_SOLO_5x5,PLATINUM,IV,20ieY9g2fBXRtMdmMBtqCRPQsG29Ogo-AVPwpN0sHpykjAmq,Bédodo420,100,460,449,False,False,False,True,"{'target': 2, 'wins': 0, 'losses': 0, 'progress': 'NNN'}"
154,8ffa4973-a650-42e7-b40d-c0d39bc7388c,RANKED_SOLO_5x5,PLATINUM,IV,MkF20ieGGxnjxWB3P0lA678ci-afzga6IUwRVIqsGRPF_6u9,BornToKell,16,149,139,False,False,False,False,
155,362126d4-7d94-41ad-bfdd-59909272aa1d,RANKED_SOLO_5x5,PLATINUM,IV,ApgFcvCm6V20sBTWkhFCXFsYUJ29qvC3unBqeTUrbzWpUexu,Dahyuwun,39,45,47,False,False,False,False,
156,a732e909-3169-4fec-abe1-450d12cb966b,RANKED_SOLO_5x5,PLATINUM,IV,49zohfB5ix0FiQ1nPckMrvR0-j15HYXHb3jBxymYP75uyy1y,Backstabbing,2,137,164,False,False,False,False,
157,4cff3953-30b1-4ab2-9cc4-0a8f442df25c,RANKED_SOLO_5x5,PLATINUM,IV,lmD9ksI_5x04bO31Jbz_yQF894fNwbHL8SwuFf5woCaldRcj,Gergedan Ayla,13,102,85,False,False,False,False,
158,3715c737-70c1-49b9-9094-3e586097c730,RANKED_SOLO_5x5,PLATINUM,IV,f8UE30BuafMkd2YbUvSl3GhfMvFO9-FZZRP7zg2w9ony80M_,Samiz,1,186,189,True,False,False,False,
159,5cbd8401-40b7-4989-91f7-9932f7f3319c,RANKED_SOLO_5x5,PLATINUM,IV,WVOdeVCKY3IrfXMez2MiF3kVDNzFJWysCKiTrxniRCw3W8Nv,VAHIT GUETTA,13,116,144,False,False,False,False,
160,0623d126-e2d1-44d3-a6a6-484ef43530de,RANKED_SOLO_5x5,PLATINUM,IV,LtU4eCEK9lskE6JgRpPIn8ngeSfWbC5kx92KbyPaOADF7ggg,Elon 000,1,150,155,False,False,False,False,
161,2ac77e25-ea27-4d20-99a0-7e2e6921ebb9,RANKED_SOLO_5x5,PLATINUM,IV,oz58mUcfaAr_0wPRM9Hj2KH-WIMUHeTKJCJc43Cw4L2wEJp9,SaKaRose,0,97,67,False,False,False,False,
162,bf1c477e-030e-41d2-9c55-83f42f9ea5a0,RANKED_SOLO_5x5,PLATINUM,IV,zpB8SGfbjx3QMnzhUzKfH_M6DmkiIrip5sjKXNh6yxD9shl3,Gevers11,63,274,256,False,False,False,False,
163,ee5360bd-3c5d-4eda-9858-53fa21909db1,RANKED_SOLO_5x5,PLATINUM,IV,vRXCfQfhFO5lAvdFDC5I0NwHAQ_HRKMez4GaaWV2C9D8SxQx,Forgive me Bro,34,76,63,False,False,False,False,
164,e96f8006-994e-4c17-86e8-30bf9022e395,RANKED_SOLO_5x5,PLATINUM,IV,bOqpXDAk0MH5z51apmcw9R3BXClxA1TumS1aKALcP_jKznTU,TriccksteR,84,72,65,False,False,False,False,
165,f3cd4f14-3a87-4967-867e-27e8838581e1,RANKED_SOLO_5x5,PLATINUM,IV,GHPANLKXSAfnmB-aAAsbis-PWumHkW106U04aAVx3_ZGgdJ8,Tunnie,15,125,150,False,False,False,False,
166,c0698cf8-b280-49c7-8f52-e7b8e562fa9e,RANKED_SOLO_5x5,PLATINUM,IV,bxKBqqLVzk3lvU4dbXrLIcMkIB3kWtgOz86egTd30EM67-nk,styrm3,27,55,39,False,False,False,False,
167,75fd5e05-e353-4291-8c2d-aafc9df24a65,RANKED_SOLO_5x5,PLATINUM,IV,qAto-bIHllX63l7vwO7zkWUgWNXO3bfzLijy3I_-q3N8OLE8,ol Shadow lo,0,46,39,False,False,False,False,
168,3eae0a35-32ae-4a26-b86a-951bee464f15,RANKED_SOLO_5x5,PLATINUM,IV,cnRFg37g1GfS7bX1qeim8T2kjBYYZTa_S77HoxJqz62lpejn,Znuswumriken,0,158,142,False,False,False,False,
169,49616575-23a1-419c-8519-fe00e736b0c7,RANKED_SOLO_5x5,PLATINUM,IV,NrXg61eLDkyLbfrENHu3VnZ6DE1JipUv1jSiJm54jtgKgYMZ,iCrocGOD,21,43,27,False,False,False,False,
170,d5c71679-45ba-430c-9645-94b71bf57976,RANKED_SOLO_5x5,PLATINUM,IV,DaebnlYnujFLWfv3ti01tXgMy7HBCVZjkgsj-smtNUhqLfv0,ZedTouchLantern,16,175,183,False,False,False,False,
171,2a5075ff-da1b-4dfd-b20f-af1433edd62b,RANKED_SOLO_5x5,PLATINUM,IV,Kmr6A6TL48K37v-5V_YG5jGPOP5CBbmYLv_ScOItU5F0YILM,Horikon,72,297,315,False,False,False,False,
172,7764fcc8-144e-40ca-944c-7a9a4a864374,RANKED_SOLO_5x5,PLATINUM,IV,ffE_EMaNesi3MzxPPvr6nsyDVwVcpqybv7aOI5Jl2xxAsI6_,Sharesh TR,78,68,69,False,False,False,False,
173,00344a2f-7a64-4011-a24a-df27e43edc20,RANKED_SOLO_5x5,PLATINUM,IV,d1fCRjJtr5wj1HBDKBTl-Zo31jLfg8AYlKmwPxeWkJ7FClfi,PeelMeOrDie,0,127,109,False,False,False,False,
174,e14f7346-66ec-4cf5-913d-9f27db744e58,RANKED_SOLO_5x5,PLATINUM,IV,-KvUTmxKuiWa12ykTuOq3qZ1kgl_2dVOwQSrRAhyWrBFZ72A,LL Stylsh,5,83,71,False,False,False,False,
175,9a4e756d-714f-45e4-b829-00bd27312682,RANKED_SOLO_5x5,PLATINUM,IV,CwG8cJFEFUJvpN5toQRl-U7xHd8yV-DhqX85iCNVQl56W96W,The Crazy Húnter,98,94,87,False,False,False,False,
176,3fa4e5b5-9071-465a-bb7a-9b09d484b0e3,RANKED_SOLO_5x5,PLATINUM,IV,VDy_BJ7wOIcjfS8dzhMCXMtM-6h0n7rqZfbWqulmFth5zER4,RykenWay,79,179,160,False,False,False,True,
177,bf325703-e984-4406-841c-c99706681d2d,RANKED_SOLO_5x5,PLATINUM,IV,pOuGnayo6-sy2n1DH_PW4_EAROcTpqWL_COzznIzePhFt0WK,Jeyde,0,193,186,False,False,False,False,
178,678e34b6-f774-4c1b-8a01-6b686d0330c2,RANKED_SOLO_5x5,PLATINUM,IV,KVBbU4XFL3vEc4xewWiu1qYAZcHKnXRciD0eyIYYi7ZzBg_N,Piöu Piöu,54,12,13,False,False,False,False,
179,3d080579-6126-4c70-853d-ce8f2a2ff117,RANKED_SOLO_5x5,PLATINUM,IV,mwVmqJkU4mRN_N0uVRX43EulKd0Ew6IVac4obqP-fiepDGBV,Kortnim,34,113,95,False,False,False,False,
180,37a8b94d-ea6d-4e7c-806e-7a2618cf979b,RANKED_SOLO_5x5,PLATINUM,IV,_Z3NeB6JMfdoNbw49MxdaGX9L_-tlsCQwrWN4LVG3chlj1We,II   Y A M I  II,27,373,384,False,False,False,False,
181,262478f8-33e5-445e-9f34-55431310e424,RANKED_SOLO_5x5,PLATINUM,IV,GLvLhXBKd_eHj1v1UzH6fYgyOYuzAQ75IhrDPOgl9JuOQo2n,Fin0AIIaFine,0,365,336,False,False,False,False,
182,e081dc1c-6b55-4cc1-8793-62262e1e539f,RANKED_SOLO_5x5,PLATINUM,IV,N7yBeZA3OV2-yYrDBnCr1_fcaoukNbMOkxdqFfEG4JZXT9S1,Lyoshka,0,222,204,False,False,True,False,
183,13eada9c-2429-4779-98e6-1907fdd92213,RANKED_SOLO_5x5,PLATINUM,IV,aYKltEUZ_bPegcCQbLodDvzixzaTsp84uukRFOp9VurFwPuH,SKT T1 Overdeath,0,60,62,False,False,False,False,
184,600a0cbf-3981-413d-9a25-4ea9849ad1f5,RANKED_SOLO_5x5,PLATINUM,IV,MZEY90g_IFY2AVMwWUPvlA4Kk7Gzi4rrjVVKLTfKAy4GFzP3,YISSL,18,94,82,False,False,False,False,
185,f3fd4ff5-849c-45fb-9489-407fe29f2de9,RANKED_SOLO_5x5,PLATINUM,IV,BoXPVmMuT4tKKRQNUYST517DaferE2aBYfuuILzhQHqceEJs,Hi im Uziii,59,90,50,False,False,False,False,
186,457cb47d-9051-4cd1-a123-26dee391a6d8,RANKED_SOLO_5x5,PLATINUM,IV,5iThwLFnCr-SqVZ3-tvhO4WEmx2PmUYhGsMbuagavV9EuLyz,Next Zêitnot ,70,60,60,False,False,False,False,
187,26b5e0e6-1cef-4c7c-a474-fa955a27148b,RANKED_SOLO_5x5,PLATINUM,IV,rs4dietPlji4PXIml1VtxQBaaPnNqK4lA1gc5BhxokH5-SOc,Not Genji,52,202,204,False,False,False,False,
188,0ad6fb3a-7fc9-4254-bc0f-fdaf7292923f,RANKED_SOLO_5x5,PLATINUM,IV,9A2fPL91TzYhvpPqueCVix-Lv0fOwavO92MkU69AzWRBRMdA,Faciel Ce Jue,45,117,109,False,False,False,False,
189,3a60e616-795e-46aa-81c1-1ea06d8c3fd8,RANKED_SOLO_5x5,PLATINUM,IV,dzqXvFW7McW2J6e5o6CWDjg5Bzp1OyeCbkn9ZjhIP8f7_RMZ,TEA Cptn,0,85,78,False,False,False,False,
190,76f85acf-47e8-4e85-b09b-985ce0b602ac,RANKED_SOLO_5x5,PLATINUM,IV,6wDL-Wsbaum7QWbYbOgOQ40SnU-XRuZvNiDd9LUjiT2utIIA,Dausen,31,254,220,False,False,False,False,
191,a46a2738-bc37-4d60-8bff-57facf9fb573,RANKED_SOLO_5x5,PLATINUM,IV,6Bb9I1kKHY0tVpRMHr60LfduwL0W7vm6gtevO1AOQWLr93wu,SayYouLoveMe666,0,185,203,True,False,False,False,
192,e1b664e3-e474-4a8f-8b88-70588bee9e3c,RANKED_SOLO_5x5,PLATINUM,IV,_YHjrM_CGassI6mlSI-tbaUdJ6804ckbMHcBqqbdLl3AJQoV,OzT Bratsky,0,135,125,False,False,False,False,
193,9c133d2b-2518-461c-baec-d9140b07db4e,RANKED_SOLO_5x5,PLATINUM,IV,MHKdDOKE4_KIGyFZmXkgBPRs73Qp4KBEhqNqvVg-xkDamA4k,SKT  DeathM4rk,100,207,193,False,False,False,True,"{'target': 2, 'wins': 1, 'losses': 1, 'progress': 'WLN'}"
194,1f4d4395-fdcf-48b5-bf8e-04939360020f,RANKED_SOLO_5x5,PLATINUM,IV,PlgwrlcjOMWcHwTARzKgWfrVoAZiEfHwnDGLbDy3wVhH2pxw,Alley Cats,0,81,89,False,False,False,False,
195,636e986e-23fc-450a-93ac-279ea08d26f9,RANKED_SOLO_5x5,PLATINUM,IV,pNjzP4G7XWqEXgVBh8FVVWJUTHRZbMQWtynikMf6mU_XUJZ0,i am Eteif ,12,381,361,False,False,False,False,
196,833fb85b-8c7d-4c00-a858-494f172a53d5,RANKED_SOLO_5x5,PLATINUM,IV,X7I2sXuMqH013Z6QeWrS00jyDpG3brxnzUmere1VANkqYxo0,OtpYonne,0,300,305,False,False,True,False,
197,5a602c07-2493-484c-aee2-0c7466901343,RANKED_SOLO_5x5,PLATINUM,IV,C5Z4P-D7UgKHPam8LKrjRUzt7p4v7dZvVyQnzZJHzIP1Odrp,Pro0oKilleR,0,432,367,False,False,False,False,
198,1f51dcb3-58a0-4752-a970-7e0ca4abb8ca,RANKED_SOLO_5x5,PLATINUM,IV,XhHDEg1J80Trf-T92WZL9U9dg_94Yz71PJBWM-lF-teXN2-a,R1ggą,0,46,49,False,False,False,True,
199,f1e277e1-48ef-4c2d-9e81-d89f1f804702,RANKED_SOLO_5x5,PLATINUM,IV,h-p9WrcOtzRKgYc9L8foJ4_SiruIgx3edgyu_mcC1-0uphwk,Çopy Çat,16,125,119,False,False,False,False,
200,e13c5557-4cb6-4570-ba71-66cd80b7905f,RANKED_SOLO_5x5,PLATINUM,IV,YX-rbLsKxK0gnPsWh4ldk4e9POQjRI9Rzgc6RP-ExvUWCQOu,memmeli,23,239,229,False,False,False,False,
201,afc3e854-6e3d-49e2-9b51-93e3d677c8f4,RANKED_SOLO_5x5,PLATINUM,IV,PawbQhmIbxxUun_obQ4lS2NgFHOBdAzjBuMgakJYBAhQM0xK,Shigaraki Ro,9,227,221,False,False,False,False,
202,ed6a6924-54cf-4f54-9f23-8da28b269dae,RANKED_SOLO_5x5,PLATINUM,IV,JiJ6t04gQPHkvQZCMx8FJh3PkvycplznASIOP-QhvV6MBwQR,reidosmacacos300,9,137,131,False,False,False,False,
203,afcad4fc-1f8d-4ada-9df7-0d35528c3b14,RANKED_SOLO_5x5,PLATINUM,IV,n3oshboMtOp029DWuq14aq_Aotb6L_LoXtLsfeFYDAltLjkw,ParaschivX,0,336,332,False,False,False,False,
204,3616fa88-1a31-4014-8ed2-11b9ff221c69,RANKED_SOLO_5x5,PLATINUM,IV,lODUsbDLd4GEsjjebl5aVVKN7PiuOcoLWmZvFWwmb2n7Gbbi,La Hess,17,277,271,False,False,False,False,
0,99a16c4c-3250-4701-ba61-96c6f5b644e5,RANKED_SOLO_5x5,PLATINUM,III,jV7OL1Pja37QYKujQdpTHJIisHGeNHKMTrNmlqE1VaOhU0N5,IMREXXAR,0,103,124,False,False,False,False,
1,178393c0-8d53-4fc3-a5a9-310c3cd67e7d,RANKED_SOLO_5x5,PLATINUM,III,UUD2i1bZjuuCMyx0o5RnUR9ReWI1hOHvhbdMoJrXTyg2xbBg,Sagrestano,63,314,307,False,False,False,False,
2,63a96135-874e-4ae0-89d2-9410f18a6ac9,RANKED_SOLO_5x5,PLATINUM,III,tstgQtC8pyUkQwoLLLsaYM8tTYN-rkMe3N5yD4dzhIEsstOL,Morgensol,2,101,89,False,False,False,False,
3,3d2795d1-494c-4ec7-910b-5a06a8541aa5,RANKED_SOLO_5x5,PLATINUM,III,zNXOy5_Uh3L9IRTWFvCLdrrDwbgM1wXyODV6zvrYiPzm6VtH,Ellermann,0,144,145,False,False,False,False,
4,d7e6f373-c2bc-4779-9f9d-be0ff9a8463e,RANKED_SOLO_5x5,PLATINUM,III,cyDfCwe3bZQ4V_6vHjMiIk5okB2anjUflVmLoIAF2v_TuV6i,LP Over Girls,27,103,98,False,False,False,False,
5,d9efd1a8-076d-45f9-ac82-96d3bd2ad70e,RANKED_SOLO_5x5,PLATINUM,III,lHVPcLhsHH5geWchhaFcoT4_bksomB-CUfQirYLwHBbwkcfM,In Honor of Mata,58,78,82,False,False,False,False,
6,87170e68-da8d-40a6-ac1b-6509800ea542,RANKED_SOLO_5x5,PLATINUM,III,bfAZS2kbi0KJsrr9YvOZisDsWEbq4ODmAn7ihU-RIX2x8T32,Never rages,0,73,71,False,False,False,False,
7,56cfe588-97e5-4827-a8b5-a328ec6075ee,RANKED_SOLO_5x5,PLATINUM,III,QEhjEV3FILwHw0r6L5h3bOtNQs4M_rQ9afaXvvTF3FnJy1e_,Áććømplishêd,28,51,63,False,False,False,False,
8,8b86a0f1-25da-42b7-bc64-0fcf0e51748e,RANKED_SOLO_5x5,PLATINUM,III,XVTrdYkkzfNbgYtA-DhpWlktixD173IwFrs8u6Hcc4jQN9cq,lLithora,26,233,185,False,False,False,False,
9,6af11003-2ae6-4a41-be29-6b16e9f80a29,RANKED_SOLO_5x5,PLATINUM,III,doJ02WeTvDPuHLVbdeJLIxaotLFl8saVa_gMU8g2NFecwzZn,lolmoan,0,215,228,False,False,False,False,
